X1,X2,Zustand
0.951295185572404,-0.020121638794971086,0
0.20807660053786192,0.07977233969744058,1
0.2980920726741854,-0.2930192828278901,1
-0.20694400247523081,-0.07159680799014687,1
0.38172588641661553,-0.26479010499145755,1
1.6016546115625827,-0.06723638600400969,1
0.7615498019198804,0.27019036362116206,0
-1.0309254818794626,0.10177170049629952,0
2.3118630247196617,0.16774156876825783,1
1.001342170232084,0.6665365029942235,0
0.5493796881988348,-0.43709905268309607,1
-0.16241357707149381,0.44586204879479785,1
0.4308617626609501,0.969512250915118,0
0.10668938588963356,0.5533083067206932,0
-0.9979139592439152,1.0140402989304205,0
-0.8790393559382679,0.7701118444775472,0
0.9174299296496329,-0.40863562722254865,1
-0.10685537831735148,1.0555992577509665,0
0.9662380133794609,0.10786079424962938,0
0.47737858206665257,-0.43272881678340536,1
-0.10695208762552784,0.4977097308915691,1
0.533103519097643,1.1193434901029167,0
1.9657581102957153,0.36537044383345396,1
0.8155873968140167,0.10188460875872526,0
0.1548478911959369,-0.26132411195544125,1
0.9946727264125104,-0.7500313261627063,1
0.936499905168055,0.23841268613619382,0
0.7791711847086431,0.48491211192114886,0
0.12404573141583533,-0.1515949874495514,1
-0.0018071136816610253,0.13525079031330778,1
-1.0978714801893996,0.17470479749675455,0
-1.1064343291555039,0.3556355988402494,0
-0.09741765491787577,-0.25651146982009854,1
-0.5584687597275304,0.7364755283976494,0
1.6020437069713163,-0.03358507964063523,1
-0.12036729917367645,0.9686385170437833,0
1.1187381371426954,-0.510738965372259,1
2.396782386241161,0.6419584089392796,1
-0.1894877703639297,1.1647886075946485,0
0.9098071866265875,0.19512457727758756,0
0.04912334541233463,-0.10437849150476447,1
-0.686855142473764,0.7841931477271538,0
0.16728017883348784,0.6755664232569514,1
0.36849360989143387,-0.5699548967737305,1
-0.33902670695387704,1.1762604192467483,0
-1.2582142309520805,-0.20761362602084618,0
0.2429013061985507,1.444471773946819,0
0.15061165281312255,0.8026297384868009,0
-0.7440437272330422,0.8401618223446193,0
0.7557175573167261,-0.510609729813744,1
0.17829908490924967,0.7627070707000112,0
0.02387381449818629,0.13203540236383798,1
0.12528131072572035,0.12546842702413824,1
2.3512299465575706,0.4694312179770776,1
-0.09847459539030329,0.7058093743451783,0
0.5407635248876286,-0.6308009476002563,1
0.194643284858522,0.8888217396550178,0
0.20887950980429085,0.7377257729281161,1
